ICD,Desc
M01.X39,Direct infection of unspecified wrist in infectious and parasitic diseases classified elsewhere 
M01.X49,Direct infection of unspecified hand in infectious and parasitic diseases classified elsewhere 
M01.X59,Direct infection of unspecified hip in infectious and parasitic diseases classified elsewhere 
M01.X69,Direct infection of unspecified knee in infectious and parasitic diseases classified elsewhere 
M01.X79,Direct infection of unspecified ankle and foot in infectious and parasitic diseases classified elsewhere 
M01.X8,Direct infection of vertebrae in infectious and parasitic diseases classified elsewhere 
M01.X9,Direct infection of multiple joints in infectious and parasitic diseases classified elsewhere 
M01.X0,Direct infection of unspecified joint in infectious and parasitic diseases classified elsewhere 
M01.X19,Direct infection of unspecified shoulder in infectious and parasitic diseases classified elsewhere 
M01.X29,Direct infection of unspecified elbow in infectious and parasitic diseases classified elsewhere 
M01.X39,Direct infection of unspecified wrist in infectious and parasitic diseases classified elsewhere 
M01.X49,Direct infection of unspecified hand in infectious and parasitic diseases classified elsewhere 
M01.X59,Direct infection of unspecified hip in infectious and parasitic diseases classified elsewhere 
M01.X69,Direct infection of unspecified knee in infectious and parasitic diseases classified elsewhere 
M01.X79,Direct infection of unspecified ankle and foot in infectious and parasitic diseases classified elsewhere 
M01.X8,Direct infection of vertebrae in infectious and parasitic diseases classified elsewhere 
M01.X9,Direct infection of multiple joints in infectious and parasitic diseases classified elsewhere 
M01.X0,Direct infection of unspecified joint in infectious and parasitic diseases classified elsewhere 
M01.X19,Direct infection of unspecified shoulder in infectious and parasitic diseases classified elsewhere 
M01.X29,Direct infection of unspecified elbow in infectious and parasitic diseases classified elsewhere 
M01.X39,Direct infection of unspecified wrist in infectious and parasitic diseases classified elsewhere 
M01.X49,Direct infection of unspecified hand in infectious and parasitic diseases classified elsewhere 
M01.X59,Direct infection of unspecified hip in infectious and parasitic diseases classified elsewhere 
M01.X69,Direct infection of unspecified knee in infectious and parasitic diseases classified elsewhere 
M01.X79,Direct infection of unspecified ankle and foot in infectious and parasitic diseases classified elsewhere 
M01.X8,Direct infection of vertebrae in infectious and parasitic diseases classified elsewhere 
M01.X9,Direct infection of multiple joints in infectious and parasitic diseases classified elsewhere 
M01.X0,Direct infection of unspecified joint in infectious and parasitic diseases classified elsewhere 
M01.X19,Direct infection of unspecified shoulder in infectious and parasitic diseases classified elsewhere 
M01.X29,Direct infection of unspecified elbow in infectious and parasitic diseases classified elsewhere 
M01.X39,Direct infection of unspecified wrist in infectious and parasitic diseases classified elsewhere 
M01.X49,Direct infection of unspecified hand in infectious and parasitic diseases classified elsewhere 
M01.X59,Direct infection of unspecified hip in infectious and parasitic diseases classified elsewhere 
M01.X69,Direct infection of unspecified knee in infectious and parasitic diseases classified elsewhere 
M01.X79,Direct infection of unspecified ankle and foot in infectious and parasitic diseases classified elsewhere 
M01.X8,Direct infection of vertebrae in infectious and parasitic diseases classified elsewhere 
M01.X9,Direct infection of multiple joints in infectious and parasitic diseases classified elsewhere 
M01.X0,Direct infection of unspecified joint in infectious and parasitic diseases classified elsewhere 
M01.X19,Direct infection of unspecified shoulder in infectious and parasitic diseases classified elsewhere 
M01.X29,Direct infection of unspecified elbow in infectious and parasitic diseases classified elsewhere 
M01.X39,Direct infection of unspecified wrist in infectious and parasitic diseases classified elsewhere 
M01.X49,Direct infection of unspecified hand in infectious and parasitic diseases classified elsewhere 
M01.X59,Direct infection of unspecified hip in infectious and parasitic diseases classified elsewhere 
M01.X69,Direct infection of unspecified knee in infectious and parasitic diseases classified elsewhere 
M01.X79,Direct infection of unspecified ankle and foot in infectious and parasitic diseases classified elsewhere 
M01.X8,Direct infection of vertebrae in infectious and parasitic diseases classified elsewhere 
M01.X9,Direct infection of multiple joints in infectious and parasitic diseases classified elsewhere 
M01.X0,Direct infection of unspecified joint in infectious and parasitic diseases classified elsewhere 
M01.X19,Direct infection of unspecified shoulder in infectious and parasitic diseases classified elsewhere 
M01.X29,Direct infection of unspecified elbow in infectious and parasitic diseases classified elsewhere 
M01.X39,Direct infection of unspecified wrist in infectious and parasitic diseases classified elsewhere 
M01.X49,Direct infection of unspecified hand in infectious and parasitic diseases classified elsewhere 
M01.X59,Direct infection of unspecified hip in infectious and parasitic diseases classified elsewhere 
M01.X69,Direct infection of unspecified knee in infectious and parasitic diseases classified elsewhere 
M01.X79,Direct infection of unspecified ankle and foot in infectious and parasitic diseases classified elsewhere 
M01.X8,Direct infection of vertebrae in infectious and parasitic diseases classified elsewhere 
M01.X9,Direct infection of multiple joints in infectious and parasitic diseases classified elsewhere 
M11.80,Other specified crystal arthropathies unspecified site 
M11.819,Other specified crystal arthropathies unspecified shoulder 
M11.829,Other specified crystal arthropathies unspecified elbow 
M11.839,Other specified crystal arthropathies unspecified wrist 
M11.849,Other specified crystal arthropathies unspecified hand 
M11.859,Other specified crystal arthropathies unspecified hip 
M11.869,Other specified crystal arthropathies unspecified knee 
M11.879,Other specified crystal arthropathies unspecified ankle and foot 
M11.88,Other specified crystal arthropathies vertebrae 
M11.89,Other specified crystal arthropathies multiple sites 
M11.80,Other specified crystal arthropathies unspecified site 
M11.819,Other specified crystal arthropathies unspecified shoulder 
M11.829,Other specified crystal arthropathies unspecified elbow 
M11.839,Other specified crystal arthropathies unspecified wrist 
M11.849,Other specified crystal arthropathies unspecified hand 
M11.859,Other specified crystal arthropathies unspecified hip 
M11.869,Other specified crystal arthropathies unspecified knee 
M11.879,Other specified crystal arthropathies unspecified ankle and foot 
M11.88,Other specified crystal arthropathies vertebrae 
M11.89,Other specified crystal arthropathies multiple sites 
M11.20,Other chondrocalcinosis unspecified site 
M11.219,Other chondrocalcinosis unspecified shoulder 
M11.229,Other chondrocalcinosis unspecified elbow 
M11.239,Other chondrocalcinosis unspecified wrist 
M11.249,Other chondrocalcinosis unspecified hand 
M11.259,Other chondrocalcinosis unspecified hip 
M11.269,Other chondrocalcinosis unspecified knee 
M11.279,Other chondrocalcinosis unspecified ankle and foot 
M11.28,Other chondrocalcinosis vertebrae 
M11.29,Other chondrocalcinosis multiple sites 
M11.80,Other specified crystal arthropathies unspecified site 
M11.819,Other specified crystal arthropathies unspecified shoulder 
M11.829,Other specified crystal arthropathies unspecified elbow 
M11.839,Other specified crystal arthropathies unspecified wrist 
M11.849,Other specified crystal arthropathies unspecified hand 
M11.859,Other specified crystal arthropathies unspecified hip 
M11.869,Other specified crystal arthropathies unspecified knee 
M11.879,Other specified crystal arthropathies unspecified ankle and foot 
M11.88,Other specified crystal arthropathies vertebrae 
M11.89,Other specified crystal arthropathies multiple sites 
M11.9,Crystal arthropathy unspecified 
M11.819,Other specified crystal arthropathies unspecified shoulder 
M11.829,Other specified crystal arthropathies unspecified elbow 
M11.839,Other specified crystal arthropathies unspecified wrist 
M11.849,Other specified crystal arthropathies unspecified hand 
M11.859,Other specified crystal arthropathies unspecified hip 
M11.869,Other specified crystal arthropathies unspecified knee 
M11.879,Other specified crystal arthropathies unspecified ankle and foot 
M11.88,Other specified crystal arthropathies vertebrae 
M11.89,Other specified crystal arthropathies multiple sites 
M14.80,Arthropathies in other specified diseases classified elsewhere unspecified site 
M02.00,Arthropathy following intestinal bypass unspecified site 
M36.2,Hemophilic arthropathy 
M12.80,Other specific arthropathies not elsewhere classified unspecified site 
M12.80,Other specific arthropathies not elsewhere classified unspecified site 
M14.60,Charcot's joint unspecified site 
M36.4,Arthropathy in hypersensitivity reactions classified elsewhere 
M02.9,Reactive arthropathy unspecified 
M14.80,Arthropathies in other specified diseases classified elsewhere unspecified site 
M06.9,Rheumatoid arthritis unspecified 
M05.00,Felty's syndrome unspecified site 
M05.60,Rheumatoid arthritis of unspecified site with involvement of other organs and systems 
M08.00,Unspecified juvenile rheumatoid arthritis of unspecified site 
M08.3,Juvenile rheumatoid polyarthritis (seronegative) 
M08.40,Pauciarticular juvenile rheumatoid arthritis unspecified site 
M08.40,Pauciarticular juvenile rheumatoid arthritis unspecified site 
M12.00,Chronic postrheumatic arthropathy [Jaccoud] unspecified site 
M05.10,Rheumatoid lung disease with rheumatoid arthritis of unspecified site 
M06.4,Inflammatory polyarthropathy 
M06.4,Inflammatory polyarthropathy 
M15.9,Polyosteoarthritis unspecified 
M15.1,Heberden's nodes (with arthropathy) 
M15.0,Primary generalized (osteo)arthritis 
M19.91,Primary osteoarthritis unspecified site 
M19.019,Primary osteoarthritis unspecified shoulder 
M19.029,Primary osteoarthritis unspecified elbow 
M19.039,Primary osteoarthritis unspecified wrist 
M19.049,Primary osteoarthritis unspecified hand 
M16.10,Unilateral primary osteoarthritis unspecified hip 
M17.10,Unilateral primary osteoarthritis unspecified knee 
M19.079,Primary osteoarthritis unspecified ankle and foot 
M19.91,Primary osteoarthritis unspecified site 
M19.93,Secondary osteoarthritis unspecified site 
M19.219,Secondary osteoarthritis unspecified shoulder 
M19.229,Secondary osteoarthritis unspecified elbow 
M19.239,Secondary osteoarthritis unspecified wrist 
M19.249,Secondary osteoarthritis unspecified hand 
M16.7,Other unilateral secondary osteoarthritis of hip 
M17.5,Other unilateral secondary osteoarthritis of knee 
M19.279,Secondary osteoarthritis unspecified ankle and foot 
M19.93,Secondary osteoarthritis unspecified site 
M19.90,Unspecified osteoarthritis unspecified site 
M19.90,Unspecified osteoarthritis unspecified site 
M19.90,Unspecified osteoarthritis unspecified site 
M19.90,Unspecified osteoarthritis unspecified site 
M18.9,Osteoarthritis of first carpometacarpal joint unspecified 
M16.9,Osteoarthritis of hip unspecified 
M17.9,Osteoarthritis of knee unspecified 
M19.90,Unspecified osteoarthritis unspecified site 
M19.90,Unspecified osteoarthritis unspecified site 
M15.8,Other polyosteoarthritis 
M15.3,Secondary multiple arthritis 
M19.90,Unspecified osteoarthritis unspecified site 
M19.90,Unspecified osteoarthritis unspecified site 
M19.90,Unspecified osteoarthritis unspecified site 
M19.90,Unspecified osteoarthritis unspecified site 
M18.9,Osteoarthritis of first carpometacarpal joint unspecified 
M16.9,Osteoarthritis of hip unspecified 
M17.9,Osteoarthritis of knee unspecified 
M19.90,Unspecified osteoarthritis unspecified site 
M19.90,Unspecified osteoarthritis unspecified site 
M12.10,Kaschin-Beck disease unspecified site 
M12.119,Kaschin-Beck disease unspecified shoulder 
M12.129,Kaschin-Beck disease unspecified elbow 
M12.139,Kaschin-Beck disease unspecified wrist 
M12.149,Kaschin-Beck disease unspecified hand 
M12.159,Kaschin-Beck disease unspecified hip 
M12.169,Kaschin-Beck disease unspecified knee 
M12.179,Kaschin-Beck disease unspecified ankle and foot 
M12.18,Kaschin-Beck disease vertebrae 
M12.19,Kaschin-Beck disease multiple sites 
M12.50,Traumatic arthropathy unspecified site 
M12.519,Traumatic arthropathy unspecified shoulder 
M12.529,Traumatic arthropathy unspecified elbow 
M12.539,Traumatic arthropathy unspecified wrist 
